person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
76583,James,Donaldson,James Donaldson,"Donaldson, James",J. Donaldson,james-donaldson,1957-08-16 00:00:00,Washington State,USA,Washington State/USA,7-2,275,14.0,54,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_james_donaldson,1980.0,1994.0,N,Y,Y,1979,4,73,N
2039,Keyon,Dooling,Keyon Dooling,"Dooling, Keyon",K. Dooling,keyon-dooling,1980-05-08 00:00:00,Missouri,USA,Missouri/USA,6-3,195,14.0,55,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,keyon_dooling,2000.0,2012.0,Y,Y,Y,2000,1,10,N
76587,Jacky,Dorsey,Jacky Dorsey,"Dorsey, Jacky",J. Dorsey,jacky-dorsey,1954-12-18 00:00:00,Georgia,USA,Georgia/USA,6-7,230,3.0,34,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_jacky_dorsey,1977.0,1980.0,N,Y,Y,1976,2,26,N
1628416,Tyler,Dorsey,Tyler Dorsey,"Dorsey, Tyler",T. Dorsey,tyler-dorsey,1996-02-18 00:00:00,Oregon,USA,Oregon/USA,6-4,180,2.0,,Guard,Inactive,Y,0,,,,,tyler_dorsey,2017.0,2022.0,Y,Y,Y,2017,2,41,N
1629653,Devon,Dotson,Devon Dotson,"Dotson, Devon",D. Dotson,devon-dotson,1999-08-02 00:00:00,Kansas,USA,Kansas/USA,6-1,185,2.0,,Guard,Inactive,Y,0,,,,,devon_dotson,2020.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76589,John,Douglas,John Douglas,"Douglas, John",J. Douglas,john-douglas,1956-06-12 00:00:00,Kansas,USA,Kansas/USA,6-2,170,2.0,13,Guard,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_john_douglas,1981.0,1982.0,N,Y,Y,1978,6,118,N
204054,Zoran,Dragic,Zoran Dragic,"Dragic, Zoran",Z. Dragic,zoran-dragic,1989-06-22 00:00:00,Malaga,Slovenia,Malaga/Slovenia,6-5,200,1.0,12,Guard-Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,zoran_dragic,2014.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76599,Larry,Drew,Larry Drew,"Drew, Larry",L. Drew,larry-drew,1958-04-02 00:00:00,Missouri,USA,Missouri/USA,6-1,170,10.0,10,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_larry_drew,1980.0,1990.0,N,Y,Y,1980,1,17,N
203580,Larry,Drew II,Larry Drew II,"Drew II, Larry",L. Drew II,larry-drew-ii,1990-03-05 00:00:00,UCLA,USA,UCLA/USA,6-2,180,2.0,1,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,larry_drew ii,2014.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1041,Nate,Driggers,Nate Driggers,"Driggers, Nate",N. Driggers,nate-driggers,1973-10-12 00:00:00,Montevallo,USA,Montevallo/USA,6-5,215,1.0,27,Guard-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,nate_driggers,1996.0,1996.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76607,Charles,Dudley,Charles Dudley,"Dudley, Charles",C. Dudley,charles-dudley,1950-03-05 00:00:00,Washington,USA,Washington/USA,6-2,180,6.0,5,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_grasshopper_dudley,1972.0,1978.0,N,Y,Y,1972,5,76,N
2768,Chris,Duhon,Chris Duhon,"Duhon, Chris",C. Duhon,chris-duhon,1982-08-31 00:00:00,Duke,USA,Duke/USA,6-1,190,10.0,21,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,chris_duhon,2004.0,2012.0,N,Y,Y,2004,2,38,N
1626251,Duje,Dukan,Duje Dukan,"Dukan, Duje",D. Dukan,duje-dukan,1991-12-04 00:00:00,Wisconsin,Croatia,Wisconsin/Croatia,6-9,220,2.0,26,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,duje_dukan,2015.0,2015.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76611,Walter,Dukes,Walter Dukes,"Dukes, Walter",W. Dukes,walter-dukes,1930-06-23 00:00:00,Seton Hall,USA,Seton Hall/USA,7-0,220,8.0,23,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_walter_dukes,1955.0,1962.0,N,Y,Y,1953,,,N
247,Joe,Dumars,Joe Dumars,"Dumars, Joe",J. Dumars,joe-dumars,1963-05-24 00:00:00,McNeese State,USA,McNeese State/USA,6-3,195,14.0,4,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,joe_dumars,1985.0,1998.0,N,Y,Y,1985,1,18,N
30,Richard,Dumas,Richard Dumas,"Dumas, Richard",R. Dumas,richard-dumas,1969-05-19 00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-7,225,3.0,7,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,richard_dumas,1992.0,1995.0,N,Y,Y,1991,2,46,N
434,Tony,Dumas,Tony Dumas,"Dumas, Tony",T. Dumas,tony-dumas,1972-08-25 00:00:00,Missouri-Kansas City,USA,Missouri-Kansas City/USA,6-6,190,4.0,,Guard,Inactive,N,0,,,,,tony_dumas,1994.0,1997.0,N,Y,Y,1994,1,19,N
76624,Jack,Dwan,Jack Dwan,"Dwan, Jack",J. Dwan,jack-dwan,1921-05-03 00:00:00,Loyola-Chicago,USA,Loyola-Chicago/USA,6-4,200,1.0,19,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_jack_dwan,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
289,Ledell,Eackles,Ledell Eackles,"Eackles, Ledell",L. Eackles,ledell-eackles,1966-11-24 00:00:00,New Orleans,USA,New Orleans/USA,6-5,231,7.0,21,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,ledell_eackles,1988.0,1997.0,N,Y,Y,1988,2,36,N
76628,Jim,Eakins,Jim Eakins,"Eakins, Jim",J. Eakins,jim-eakins,1946-05-24 00:00:00,Brigham Young,USA,Brigham Young/USA,6-11,215,2.0,24,Center,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_jimbo_eakins,1976.0,1977.0,N,Y,Y,1968,5,57,N
1631106,Tari,Eason,Tari Eason,"Eason, Tari",T. Eason,tari-eason,2001-05-10 00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,215,0.0,17,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,tari_eason,2022.0,2022.0,N,Y,Y,2022,1,17,N
76646,Bill,Edwards,Bill Edwards,"Edwards, Bill",B. Edwards,bill-edwards,1971-09-22 00:00:00,Wright State,USA,Wright State/USA,6-8,215,1.0,40,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_bill_edwards,1993.0,1993.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1629035,Carsen,Edwards,Carsen Edwards,"Edwards, Carsen",C. Edwards,carsen-edwards,1998-03-12 00:00:00,Purdue,USA,Purdue/USA,5-11,200,4.0,4,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,carsen_edwards,2019.0,2021.0,Y,Y,Y,2019,2,33,N
229,James,Edwards,James Edwards,"Edwards, James",J. Edwards,james-edwards,1955-11-22 00:00:00,Washington,USA,Washington/USA,7-1,252,19.0,53,Center,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,james_edwards,1977.0,1995.0,N,Y,Y,1977,3,46,N
1629053,Vincent,Edwards,Vincent Edwards,"Edwards, Vincent",V. Edwards,vincent-edwards,1996-04-05 00:00:00,Purdue,USA,Purdue/USA,6-8,225,2.0,12,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,vincent_edwards,2018.0,2018.0,Y,Y,Y,2018,2,52,N
2064,Khalid,El-Amin,Khalid El-Amin,"El-Amin, Khalid",K. El-Amin,khalid-el-amin,1979-04-25 00:00:00,Connecticut,USA,Connecticut/USA,5-10,200,2.0,11,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,khalid_el-amin,2000.0,2002.0,N,Y,Y,2000,2,34,N
53,Mario,Elie,Mario Elie,"Elie, Mario",M. Elie,mario-elie,1963-11-26 00:00:00,American International,USA,American International/USA,6-5,225,11.0,17,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,mario_elie,1990.0,2000.0,N,Y,Y,1985,7,160,N
201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29 00:00:00,North Carolina,USA,North Carolina/USA,6-4,207,14.0,2,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,2009.0,2021.0,N,Y,Y,2009,1,28,N
1677,Harold,Ellis,Harold Ellis,"Ellis, Harold",H. Ellis,harold-ellis,1970-10-07 00:00:00,Morehouse,USA,Morehouse/USA,6-5,220,3.0,3,Forward-Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,harold_ellis,1993.0,1997.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
442,Pervis,Ellison,Pervis Ellison,"Ellison, Pervis",P. Ellison,pervis-ellison,1967-04-03 00:00:00,Louisville,USA,Louisville/USA,,,11.0,,Center,Inactive,N,0,,,,,pervis_ellison,1989.0,2000.0,N,Y,Y,1989,1,1,N
2765,Andre,Emmett,Andre Emmett,"Emmett, Andre",A. Emmett,andre-emmett,1982-08-27 00:00:00,Texas Tech,USA,Texas Tech/USA,6-5,230,3.0,,Guard,Inactive,N,0,,,,,andre_emmett,2004.0,2011.0,Y,Y,Y,2004,2,35,N
76676,Jojo,English,Jojo English,"English, Jojo",J. English,jojo-english,1970-02-04 00:00:00,South Carolina,USA,South Carolina/USA,6-4,195,3.0,3,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_jo_jo_english,1992.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76677,Gene,Englund,Gene Englund,"Englund, Gene",G. Englund,gene-englund,1917-10-21 00:00:00,Wisconsin,USA,Wisconsin/USA,6-4,205,1.0,10,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_gene_englund,1949.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76680,Keith,Erickson,Keith Erickson,"Erickson, Keith",K. Erickson,keith-erickson,1944-04-19 00:00:00,UCLA,USA,UCLA/USA,6-5,195,12.0,14,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_keith_erickson,1965.0,1976.0,N,Y,Y,1965,3,18,N
76683,Vincenzo,Esposito,Vincenzo Esposito,"Esposito, Vincenzo",V. Esposito,vincenzo-esposito,1969-03-01 00:00:00,Fortitudo Bologna,Italy,Fortitudo Bologna/Italy,6-3,198,1.0,4,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,HISTADD_vincenzo_esposito,1995.0,1995.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1997-02-01 00:00:00,Oregon State,USA,Oregon State/USA,6-10,245,4.0,24,Forward-Center,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,drew_eubanks,2018.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
967,Brian,Evans,Brian Evans,"Evans, Brian",B. Evans,brian-evans,1973-09-13 00:00:00,Indiana,USA,Indiana/USA,6-8,220,3.0,,Forward,Inactive,N,0,,,,,brian_evans,1996.0,1998.0,N,Y,Y,1996,1,27,N
1628393,Jawun,Evans,Jawun Evans,"Evans, Jawun",J. Evans,jawun-evans,1996-07-26 00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-0,190,3.0,8,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,jawun_evans,2017.0,2018.0,Y,Y,Y,2017,2,39,N
2501,Reggie,Evans,Reggie Evans,"Evans, Reggie",R. Evans,reggie-evans,1980-05-18 00:00:00,Iowa,USA,Iowa/USA,6-8,245,13.0,30,Center-Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,reggie_evans,2002.0,2014.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,1995-07-13 00:00:00,                                   ,Australia,Australian Institute of Sport/Australia,6-5,214,7.0,5,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,dante_exum,2014.0,2020.0,N,Y,Y,2014,1,5,N
76691,John,Fairchild,John Fairchild,"Fairchild, John",J. Fairchild,john-fairchild,1943-04-28 00:00:00,Brigham Young,USA,Brigham Young/USA,6-7,205,1.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_john_fairchild,1965.0,1965.0,N,Y,Y,1965,2,16,N
76692,Phil,Farbman,Phil Farbman,"Farbman, Phil",P. Farbman,phil-farbman,1924-04-03 00:00:00,City College of New York,USA,City College of New York/USA,6-1,185,1.0,8,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_phil_farbman,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76693,Dick,Farley,Dick Farley,"Farley, Dick",D. Farley,dick-farley,1932-04-13 00:00:00,Indiana,USA,Indiana/USA,6-4,190,3.0,22,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_dick_farley,1954.0,1958.0,N,Y,Y,1954,2,15,N
200770,Jordan,Farmar,Jordan Farmar,"Farmar, Jordan",J. Farmar,jordan-farmar,1986-11-30 00:00:00,UCLA,USA,UCLA/USA,6-2,180,10.0,,Guard,Inactive,N,0,,,,,jordan_farmar,2006.0,2016.0,Y,Y,Y,2006,1,26,N
2824,Desmon,Farmer,Desmon Farmer,"Farmer, Desmon",D. Farmer,desmon-farmer,1981-10-07 00:00:00,Southern California,USA,Southern California/USA,6-5,220,2.0,,Guard,Inactive,N,0,,,,,desmon_farmer,2006.0,2008.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201174,Nick,Fazekas,Nick Fazekas,"Fazekas, Nick",N. Fazekas,nick-fazekas,1985-06-17 00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-11,235,2.0,20,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,nick_fazekas,2007.0,2007.0,Y,Y,Y,2007,2,34,N
76698,Bob,Feerick,Bob Feerick,"Feerick, Bob",B. Feerick,bob-feerick,1920-01-02 00:00:00,Santa Clara,USA,Santa Clara/USA,6-3,190,4.0,,Guard,Inactive,N,1610610036,Capitols,WAS,capitols,Washington,HISTADD_bob_feerick,1946.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76699,Butch,Feher,Butch Feher,"Feher, Butch",B. Feher,butch-feher,1954-05-19 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,185,1.0,7,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_butch_feher,1976.0,1976.0,N,Y,Y,1976,2,33,N
76702,George,Feigenbaum,George Feigenbaum,"Feigenbaum, George",G. Feigenbaum,george-feigenbaum,1929-07-02 00:00:00,Kentucky,USA,Kentucky/USA,6-1,185,2.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_george_feigenbaum,1949.0,1952.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76703,Dave,Feitl,Dave Feitl,"Feitl, Dave",D. Feitl,dave-feitl,1962-06-08 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-11,235,5.0,45,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_dave_feitl,1986.0,1991.0,N,Y,Y,1986,2,43,N
1627770,Kay,Felder,Kay Felder,"Felder, Kay",K. Felder,kay-felder,1995-03-29 00:00:00,Oakland,USA,Oakland/USA,5-9,176,3.0,22,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kay_felder,2016.0,2017.0,Y,Y,Y,2016,2,54,N
203467,Carrick,Felix,Carrick Felix,"Felix, Carrick",C. Felix,carrick-felix,1990-08-17 00:00:00,Arizona State,USA,Arizona State/USA,6-6,201,2.0,30,Guard-Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,carrick_felix,2013.0,2013.0,Y,Y,Y,2013,2,33,N
101230,Noel,Felix,Noel Felix,"Felix, Noel",N. Felix,noel-felix,1981-10-04 00:00:00,Fresno State,USA,Fresno State/USA,6-9,225,2.0,16,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,noel_felix,2005.0,2005.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
101109,Raymond,Felton,Raymond Felton,"Felton, Raymond",R. Felton,raymond-felton,1984-06-26 00:00:00,North Carolina,USA,North Carolina/USA,6-1,205,15.0,2,Guard,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,raymond_felton,2005.0,2018.0,N,Y,Y,2005,1,5,N
76705,Jake,Fendley,Jake Fendley,"Fendley, Jake",J. Fendley,jake-fendley,1929-06-12 00:00:00,Northwestern,USA,Northwestern/USA,6-0,180,2.0,6,Guard,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jake_fendley,1951.0,1952.0,N,Y,Y,1951,3,23,N
76706,Bill,Fenley,Bill Fenley,"Fenley, Bill",B. Fenley,bill-fenley,1922-02-08 00:00:00,Manhattan,USA,Manhattan/USA,6-3,190,1.0,7,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bill_fenley,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2724,Desmond,Ferguson,Desmond Ferguson,"Ferguson, Desmond",D. Ferguson,desmond-ferguson,1977-07-22 00:00:00,Detroit,USA,Detroit/USA,6-7,210,2.0,5,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,desmond_ferguson,2003.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628390,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,terrance-ferguson,1998-05-17 00:00:00,                                   ,USA,Adelaide/USA,6-6,190,4.0,,Guard,Inactive,N,0,,,,,terrance_ferguson,2017.0,2020.0,Y,Y,Y,2017,1,21,N
201164,Rudy,Fernandez,Rudy Fernandez,"Fernandez, Rudy",R. Fernandez,rudy-fernandez,1985-04-04 00:00:00,DKV Joventut,Spain,DKV Joventut/Spain,,,5.0,,,Inactive,N,0,,,,,rudy_fernandez,2008.0,2016.0,N,Y,Y,2007,1,24,N
76707,Eric,Fernsten,Eric Fernsten,"Fernsten, Eric",E. Fernsten,eric-fernsten,1953-11-01 00:00:00,San Francisco,USA,San Francisco/USA,6-10,205,6.0,45,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_eric_fernsten,1975.0,1983.0,N,Y,Y,1975,4,62,N
273,Duane,Ferrell,Duane Ferrell,"Ferrell, Duane",D. Ferrell,duane-ferrell,1965-02-28 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-7,215,11.0,33,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,duane_ferrell,1988.0,1998.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76711,Arnie,Ferrin,Arnie Ferrin,"Ferrin, Arnie",A. Ferrin,arnie-ferrin,1925-07-29 00:00:00,Utah,USA,Utah/USA,6-4,180,3.0,18,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_arnie_ferrin,1948.0,1950.0,N,Y,Y,1948,,,N
76712,Bob,Ferry,Bob Ferry,"Ferry, Bob",B. Ferry,bob-ferry,1937-05-31 00:00:00,St. Louis,USA,St. Louis/USA,6-8,230,10.0,12,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_bob_ferry,1959.0,1968.0,N,Y,Y,1959,,,N
201178,Kyrylo,Fesenko,Kyrylo Fesenko,"Fesenko, Kyrylo",K. Fesenko,kyrylo-fesenko,1986-12-24 00:00:00,Cherkaski,Ukraine,Cherkaski/Ukraine,7-1,280,6.0,44,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,kyrylo_fesenko,2007.0,2011.0,Y,Y,Y,2007,2,38,N
76713,Kenny,Fields,Kenny Fields,"Fields, Kenny",K. Fields,kenny-fields,1962-02-09 00:00:00,UCLA,USA,UCLA/USA,6-5,220,4.0,54,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_kenny_fields,1984.0,1987.0,N,Y,Y,1984,1,21,N
202361,Landry,Fields,Landry Fields,"Fields, Landry",L. Fields,landry-fields,1988-06-27 00:00:00,Stanford,USA,Stanford/USA,6-7,215,5.0,2,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,landry_fields,2010.0,2014.0,N,Y,Y,2010,2,39,N
76714,Ron,Filipek,Ron Filipek,"Filipek, Ron",R. Filipek,ron-filipek,1944-02-05 00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,6-5,205,1.0,20,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_ron_filipek,1967.0,1967.0,N,Y,Y,1967,9,100,N
76715,Greg,Fillmore,Greg Fillmore,"Fillmore, Greg",G. Fillmore,greg-fillmore,1947-03-07 00:00:00,Cheyney,USA,Cheyney/USA,7-1,240,2.0,34,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_greg_fillmore,1970.0,1971.0,N,Y,Y,1970,8,136,N
76716,Hank,Finkel,Hank Finkel,"Finkel, Hank",H. Finkel,hank-finkel,1942-04-20 00:00:00,Dayton,USA,Dayton/USA,7-0,240,9.0,29,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_hank_finkel,1966.0,1974.0,N,Y,Y,1966,2,17,N
76717,Danny,Finn,Danny Finn,"Finn, Danny",D. Finn,danny-finn,1928-05-27 00:00:00,St. John's,USA,St. John's/USA,6-1,185,3.0,7,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_danny_finn,1952.0,1954.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04 00:00:00,Florida,USA,Florida/USA,6-7,220,6.0,28,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,dorian_finney-smith,2016.0,2022.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76720,Bob,Fitzgerald,Bob Fitzgerald,"Fitzgerald, Bob",B. Fitzgerald,bob-fitzgerald,1923-03-14 00:00:00,Fordham,USA,Fordham/USA,6-5,190,2.0,10   12,Forward,Inactive,N,1610610035,Huskies,HUS,huskies,Toronto,HISTADD_bob_fitzgerald,1946.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76722,Al,Fleming,Al Fleming,"Fleming, Al",A. Fleming,al-fleming,1954-04-05 00:00:00,Arizona,USA,Arizona/USA,6-7,215,1.0,30,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_al_fleming,1977.0,1977.0,N,Y,Y,1976,2,30,N
76725,Bruce,Flowers,Bruce Flowers,"Flowers, Bruce",B. Flowers,bruce-flowers,1957-06-13 00:00:00,Notre Dame,USA,Notre Dame/USA,6-8,225,1.0,23,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_bruce_flowers,1982.0,1982.0,N,Y,Y,1979,2,26,N
76726,Sleepy,Floyd,Sleepy Floyd,"Floyd, Sleepy",S. Floyd,sleepy-floyd,1960-03-06 00:00:00,Georgetown,USA,Georgetown/USA,6-3,170,13.0,12,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_sleepy_floyd,1982.0,1994.0,N,Y,Y,1982,1,13,N
201938,Jonny,Flynn,Jonny Flynn,"Flynn, Jonny",J. Flynn,jonny-flynn,1989-02-06 00:00:00,Syracuse,USA,Syracuse/USA,6-0,185,4.0,3,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jonny_flynn,2009.0,2011.0,Y,Y,Y,2009,1,6,N
1630201,Malachi,Flynn,Malachi Flynn,"Flynn, Malachi",M. Flynn,malachi-flynn,1998-05-09 00:00:00,San Diego State,USA,San Diego State/USA,6-1,175,2.0,22,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,malachi_flynn,2020.0,2022.0,Y,Y,Y,2020,1,29,N
76728,Larry,Fogle,Larry Fogle,"Fogle, Larry",L. Fogle,larry-fogle,1953-03-19 00:00:00,Canisius,USA,Canisius/USA,6-5,205,1.0,44,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_larry_fogle,1975.0,1975.0,N,Y,Y,1975,2,34,N
76729,Jack,Foley,Jack Foley,"Foley, Jack",J. Foley,jack-foley,1939-04-19 00:00:00,Holy Cross,USA,Holy Cross/USA,6-3,170,1.0,7,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_jack_foley,1962.0,1962.0,N,Y,Y,1962,2,16,N
1829,Ike,Fontaine,Ike Fontaine,"Fontaine, Ike",I. Fontaine,ike-fontaine,1975-04-16 00:00:00,Washington State,USA,Washington State/USA,,,1.0,,,Inactive,N,0,,,,,ike_fontaine,2001.0,2001.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76731,Levi,Fontaine,Levi Fontaine,"Fontaine, Levi",L. Fontaine,levi-fontaine,1948-11-01 00:00:00,Maryland-Eastern Shore,USA,Maryland-Eastern Shore/USA,6-4,190,1.0,12,Guard,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_levi_fontaine,1970.0,1970.0,N,Y,Y,1970,5,70,N
1631323,Simone,Fontecchio,Simone Fontecchio,"Fontecchio, Simone",S. Fontecchio,simone-fontecchio,1995-12-09 00:00:00,Baskonia,Italy,Baskonia/Italy,6-7,209,0.0,16,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,simone_fontecchio,2022.0,2022.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
202880,Jeff,Foote,Jeff Foote,"Foote, Jeff",J. Foote,jeff-foote,1987-07-14 00:00:00,Cornell,USA,Cornell/USA,7-0,265,1.0,,Center-Forward,Inactive,N,0,,,,,jeff_foote,2011.0,2011.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1627854,Bryn,Forbes,Bryn Forbes,"Forbes, Bryn",B. Forbes,bryn-forbes,1993-07-23 00:00:00,Michigan State,USA,Michigan State/USA,6-2,205,6.0,,Guard,Inactive,Y,0,,,,,bryn_forbes,2016.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201814,Gary,Forbes,Gary Forbes,"Forbes, Gary",G. Forbes,gary-forbes,1985-02-25 00:00:00,Massachusetts,Panama,Massachusetts/Panama,6-7,220,3.0,3,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,gary_forbes,2010.0,2011.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
